experiment,k,jl_eps,cluster_radius,lambda_eps,lambda_k,jl_dim,actual_clusters,items_assigned,lambda_min,lambda_max,lambda_mean,lambda_spread,graph_nnz,graph_sparsity,graph_density,build_time_s
488,100,0.500,3.0,1.50,30,148,14,800,0.00000000,1.00000000,0.25653719,1.00000000,3346,0.926937,0.073063,88.60
489,100,0.500,3.0,1.50,50,148,19,800,0.00000000,1.00000000,0.32640634,1.00000000,5362,0.882916,0.117084,87.03
490,100,0.500,3.0,2.00,20,148,13,800,0.00000000,1.00000000,0.27630385,1.00000000,2308,0.949603,0.050397,81.56
491,100,0.500,3.0,2.00,30,148,8,800,0.00000000,1.00000000,0.23293674,1.00000000,3518,0.923181,0.076819,89.22
492,100,0.500,3.0,2.00,50,148,25,800,0.00000000,1.00000000,0.25348103,1.00000000,5468,0.880601,0.119399,88.59
493,100,0.500,3.0,2.50,20,148,24,800,0.00000000,1.00000000,0.29242617,1.00000000,2304,0.949690,0.050310,86.42
494,100,0.500,3.0,2.50,30,148,22,800,0.00000000,1.00000000,0.26520009,1.00000000,3524,0.923050,0.076950,87.12
495,100,0.500,3.0,2.50,50,148,28,800,0.00000000,1.00000000,0.23227041,1.00000000,5468,0.880601,0.119399,86.62
496,100,0.500,3.0,3.00,20,148,19,800,0.00000000,1.00000000,0.26806961,1.00000000,2300,0.949777,0.050223,86.40
497,100,0.500,3.0,3.00,30,148,41,800,0.00000000,1.00000000,0.23017886,1.00000000,3522,0.923094,0.076906,85.91
498,100,0.500,3.0,3.00,50,148,17,800,0.00000000,1.00000000,0.26861973,1.00000000,5462,0.880732,0.119268,86.83
499,100,0.500,3.0,4.00,20,148,12,800,0.00000000,1.00000000,0.27654080,1.00000000,2308,0.949603,0.050397,89.12
500,100,0.500,3.0,4.00,30,148,45,800,0.00000000,1.00000000,0.30097004,1.00000000,3528,0.922963,0.077037,87.86
501,100,0.500,3.0,4.00,50,148,24,800,0.00000000,1.00000000,0.31433025,1.00000000,5466,0.880645,0.119355,86.37
502,100,0.500,3.0,5.00,20,148,19,800,0.00000000,1.00000000,0.24540382,1.00000000,2308,0.949603,0.050397,86.16
503,100,0.500,3.0,5.00,30,148,24,800,0.00000000,1.00000000,0.36293996,1.00000000,3522,0.923094,0.076906,86.28
504,100,0.500,3.0,5.00,50,148,19,800,0.00000000,1.00000000,0.35124364,1.00000000,5466,0.880645,0.119355,86.33
505,100,0.600,1.6,1.50,20,103,100,800,0.00000000,1.00000000,0.30090583,1.00000000,1585,0.928607,0.071393,60.37
506,100,0.600,1.6,1.50,30,103,100,800,0.00000000,1.00000000,0.27598224,1.00000000,2415,0.891221,0.108779,62.18
507,100,0.600,1.6,1.50,50,103,100,800,0.00000000,1.00000000,0.26944222,1.00000000,3707,0.833026,0.166974,62.87
508,100,0.600,1.6,2.00,20,103,100,800,0.00000000,1.00000000,0.32746479,1.00000000,1591,0.928337,0.071663,61.34
509,100,0.600,1.6,2.00,30,103,100,800,0.00000000,1.00000000,0.34356333,1.00000000,2415,0.891221,0.108779,62.10
510,100,0.600,1.6,2.00,50,103,100,800,0.00000000,1.00000000,0.29604883,1.00000000,3715,0.832665,0.167335,62.60
511,100,0.600,1.6,2.50,20,103,100,800,0.00000000,1.00000000,0.17142525,1.00000000,1589,0.928427,0.071573,61.00
512,100,0.600,1.6,2.50,30,103,100,800,0.00000000,1.00000000,0.30736452,1.00000000,2421,0.890951,0.109049,60.78
513,100,0.600,1.6,2.50,50,103,100,800,0.00000000,1.00000000,0.33300096,1.00000000,3707,0.833026,0.166974,63.07
514,100,0.600,1.6,3.00,20,103,100,800,0.00000000,1.00000000,0.29988300,1.00000000,1587,0.928517,0.071483,60.93
515,100,0.600,1.6,3.00,30,103,100,800,0.00000000,1.00000000,0.31508646,1.00000000,2413,0.891311,0.108689,61.34
516,100,0.600,1.6,3.00,50,103,100,800,0.00000000,1.00000000,0.32183220,1.00000000,3717,0.832575,0.167425,62.22
517,100,0.600,1.6,4.00,20,103,100,800,0.00000000,1.00000000,0.36008205,1.00000000,1591,0.928337,0.071663,60.44
518,100,0.600,1.6,4.00,30,103,100,800,0.00000000,1.00000000,0.30449068,1.00000000,2417,0.891131,0.108869,60.11
519,100,0.600,1.6,4.00,50,103,100,800,0.00000000,1.00000000,0.22211012,1.00000000,3701,0.833296,0.166704,62.40
520,100,0.600,1.6,5.00,20,103,100,800,0.00000000,1.00000000,0.24722897,1.00000000,1583,0.928697,0.071303,60.23
521,100,0.600,1.6,5.00,30,103,100,800,0.00000000,1.00000000,0.19493588,1.00000000,2413,0.891311,0.108689,61.52
522,100,0.600,1.6,5.00,50,103,100,800,0.00000000,1.00000000,0.31997316,1.00000000,3711,0.832845,0.167155,61.82
523,100,0.600,2.0,1.50,20,103,100,800,0.00000000,1.00000000,0.26499802,1.00000000,1589,0.928427,0.071573,61.67
524,100,0.600,2.0,1.50,30,103,100,800,0.00000000,1.00000000,0.25463874,1.00000000,2415,0.891221,0.108779,63.41
525,100,0.600,2.0,1.50,50,103,100,800,0.00000000,1.00000000,0.27481242,1.00000000,3713,0.832755,0.167245,61.36
526,100,0.600,2.0,2.00,20,103,100,800,0.00000000,1.00000000,0.29940417,1.00000000,1593,0.928246,0.071754,62.49
527,100,0.600,2.0,2.00,30,103,100,800,0.00000000,1.00000000,0.28670618,1.00000000,2415,0.891221,0.108779,60.81
528,100,0.600,2.0,2.00,50,103,100,800,0.00000000,1.00000000,0.37517140,1.00000000,3709,0.832935,0.167065,60.46
529,100,0.600,2.0,2.50,20,103,100,800,0.00000000,1.00000000,0.29399951,1.00000000,1591,0.928337,0.071663,62.77
530,100,0.600,2.0,2.50,30,103,100,800,0.00000000,1.00000000,0.31183889,1.00000000,2419,0.891041,0.108959,61.43
531,100,0.600,2.0,2.50,50,103,100,800,0.00000000,1.00000000,0.22608658,1.00000000,3705,0.833116,0.166884,60.87
532,100,0.600,2.0,3.00,20,103,100,800,0.00000000,1.00000000,0.26832720,1.00000000,1593,0.928246,0.071754,62.87
533,100,0.600,2.0,3.00,30,103,100,800,0.00000000,1.00000000,0.25092730,1.00000000,2417,0.891131,0.108869,60.90
534,100,0.600,2.0,3.00,50,103,100,800,0.00000000,1.00000000,0.27411007,1.00000000,3723,0.832305,0.167695,61.90
535,100,0.600,2.0,4.00,20,103,100,800,0.00000000,1.00000000,0.31783131,1.00000000,1589,0.928427,0.071573,62.89
536,100,0.600,2.0,4.00,30,103,100,800,0.00000000,1.00000000,0.18768296,1.00000000,2413,0.891311,0.108689,62.89
537,100,0.600,2.0,4.00,50,103,100,800,0.00000000,1.00000000,0.26022819,1.00000000,3713,0.832755,0.167245,61.05
538,100,0.600,2.0,5.00,20,103,100,800,0.00000000,1.00000000,0.38282658,1.00000000,1591,0.928337,0.071663,62.08
539,100,0.600,2.0,5.00,30,103,100,800,0.00000000,1.00000000,0.27977453,1.00000000,2415,0.891221,0.108779,64.02
540,100,0.600,2.0,5.00,50,103,100,800,0.00000000,1.00000000,0.30339401,1.00000000,3715,0.832665,0.167335,61.07
541,100,0.600,2.5,1.50,20,103,94,800,0.00000000,1.00000000,0.29456225,1.00000000,1595,0.928156,0.071844,61.44
542,100,0.600,2.5,1.50,30,103,85,800,0.00000000,1.00000000,0.27094492,1.00000000,2417,0.891131,0.108869,63.98
543,100,0.600,2.5,1.50,50,103,100,800,0.00000000,1.00000000,0.36579601,1.00000000,3709,0.832935,0.167065,62.68
544,100,0.600,2.5,2.00,20,103,100,800,0.00000000,1.00000000,0.33606578,1.00000000,1589,0.928427,0.071573,61.06
545,100,0.600,2.5,2.00,30,103,100,800,0.00000000,1.00000000,0.21253691,1.00000000,2413,0.891311,0.108689,60.58
546,100,0.600,2.5,2.00,50,103,95,800,0.00000000,1.00000000,0.23399289,1.00000000,3719,0.832485,0.167515,62.38
547,100,0.600,2.5,2.50,20,103,100,800,0.00000000,1.00000000,0.29277965,1.00000000,1587,0.928517,0.071483,62.08
548,100,0.600,2.5,2.50,30,103,87,800,0.00000000,1.00000000,0.30072590,1.00000000,2417,0.891131,0.108869,61.08
549,100,0.600,2.5,2.50,50,103,80,800,0.00000000,1.00000000,0.26313431,1.00000000,3713,0.832755,0.167245,62.59
550,100,0.600,2.5,3.00,20,103,100,800,0.00000000,1.00000000,0.21695018,1.00000000,1587,0.928517,0.071483,61.04
551,100,0.600,2.5,3.00,30,103,78,800,0.00000000,1.00000000,0.27581021,1.00000000,2417,0.891131,0.108869,60.63
552,100,0.600,2.5,3.00,50,103,61,800,0.00000000,1.00000000,0.31406009,1.00000000,3707,0.833026,0.166974,62.55
553,100,0.600,2.5,4.00,20,103,100,800,0.00000000,1.00000000,0.32049550,1.00000000,1589,0.928427,0.071573,63.40
554,100,0.600,2.5,4.00,30,103,97,800,0.00000000,1.00000000,0.31413234,1.00000000,2423,0.890861,0.109139,60.79
555,100,0.600,2.5,4.00,50,103,100,800,0.00000000,1.00000000,0.25426489,1.00000000,3713,0.832755,0.167245,64.19
556,100,0.600,2.5,5.00,20,103,87,800,0.00000000,1.00000000,0.34530484,1.00000000,1591,0.928337,0.071663,62.53
557,100,0.600,2.5,5.00,30,103,89,800,0.00000000,1.00000000,0.20562170,1.00000000,2409,0.891491,0.108509,55.46
558,100,0.600,2.5,5.00,50,103,83,800,0.00000000,1.00000000,0.22546050,1.00000000,3707,0.833026,0.166974,61.21
559,100,0.600,3.0,1.50,20,103,5,800,0.00000000,1.00000000,0.20023753,1.00000000,2789,0.874375,0.125625,62.09
560,100,0.600,3.0,1.50,30,103,12,800,0.00000000,1.00000000,0.25108793,1.00000000,2285,0.897077,0.102923,60.62
561,100,0.600,3.0,1.50,50,103,7,800,0.00000000,1.00000000,0.28394941,1.00000000,3245,0.853835,0.146165,60.65
562,100,0.600,3.0,2.00,20,103,11,800,0.00000000,1.00000000,0.33512760,1.00000000,1589,0.928427,0.071573,62.38
563,100,0.600,3.0,2.00,30,103,26,800,0.00000000,1.00000000,0.31177406,1.00000000,2415,0.891221,0.108779,61.38
564,100,0.600,3.0,2.00,50,103,22,800,0.00000000,1.00000000,0.30531616,1.00000000,3723,0.832305,0.167695,61.05
565,100,0.600,3.0,2.50,20,103,12,800,0.00000000,1.00000000,0.20279362,1.00000000,1595,0.928156,0.071844,61.14
566,100,0.600,3.0,2.50,30,103,6,800,0.00000000,1.00000000,0.24394196,1.00000000,2415,0.891221,0.108779,62.44
567,100,0.600,3.0,2.50,50,103,15,800,0.00000000,1.00000000,0.20692784,1.00000000,3709,0.832935,0.167065,61.15
568,100,0.600,3.0,3.00,20,103,26,800,0.00000000,1.00000000,0.34043649,1.00000000,1589,0.928427,0.071573,60.75
569,100,0.600,3.0,3.00,30,103,10,800,0.00000000,1.00000000,0.26548600,1.00000000,2413,0.891311,0.108689,62.46
570,100,0.600,3.0,3.00,50,103,17,800,0.00000000,1.00000000,0.27162156,1.00000000,3723,0.832305,0.167695,63.14
571,100,0.600,3.0,4.00,20,103,28,800,0.00000000,1.00000000,0.20365480,1.00000000,1589,0.928427,0.071573,62.49
572,100,0.600,3.0,4.00,30,103,13,800,0.00000000,1.00000000,0.26503815,1.00000000,2407,0.891581,0.108419,62.10
573,100,0.600,3.0,4.00,50,103,15,800,0.00000000,1.00000000,0.25505797,1.00000000,3723,0.832305,0.167695,59.51
574,100,0.600,3.0,5.00,20,103,13,800,0.00000000,1.00000000,0.31689549,1.00000000,1587,0.928517,0.071483,61.48
575,100,0.600,3.0,5.00,30,103,19,800,0.00000000,1.00000000,0.30152071,1.00000000,2413,0.891311,0.108689,61.36
576,100,0.600,3.0,5.00,50,103,22,800,0.00000000,1.00000000,0.29776934,1.00000000,3701,0.833296,0.166704,62.08
577,100,0.700,1.6,1.50,20,76,100,800,0.00000000,1.00000000,0.31028386,1.00000000,1164,0.903802,0.096198,45.24
578,100,0.700,1.6,1.50,30,76,100,800,0.00000000,1.00000000,0.22739529,1.00000000,1754,0.855041,0.144959,46.98
579,100,0.700,1.6,1.50,50,76,100,800,0.00000000,1.00000000,0.20746231,1.00000000,2652,0.780826,0.219174,46.97
580,100,0.700,1.6,2.00,20,76,100,800,0.00000000,1.00000000,0.31120695,1.00000000,1164,0.903802,0.096198,47.18
581,100,0.700,1.6,2.00,30,76,100,800,0.00000000,1.00000000,0.13968228,1.00000000,1752,0.855207,0.144793,45.90
582,100,0.700,1.6,2.00,50,76,100,800,0.00000000,1.00000000,0.25889780,1.00000000,2656,0.780496,0.219504,47.21
583,100,0.700,1.6,2.50,20,76,100,800,0.00000000,1.00000000,0.25155337,1.00000000,1160,0.904132,0.095868,46.02
584,100,0.700,1.6,2.50,30,76,100,800,0.00000000,1.00000000,0.32202974,1.00000000,1750,0.855372,0.144628,46.97
585,100,0.700,1.6,2.50,50,76,100,800,0.00000000,1.00000000,0.31415448,1.00000000,2652,0.780826,0.219174,45.94
586,100,0.700,1.6,3.00,20,76,100,800,0.00000000,1.00000000,0.34452598,1.00000000,1168,0.903471,0.096529,46.20
587,100,0.700,1.6,3.00,30,76,100,800,0.00000000,1.00000000,0.25208283,1.00000000,1750,0.855372,0.144628,46.42
588,100,0.700,1.6,3.00,50,76,100,800,0.00000000,1.00000000,0.10976712,1.00000000,2660,0.780165,0.219835,43.80
589,100,0.700,1.6,4.00,20,76,100,800,0.00000000,1.00000000,0.28630030,1.00000000,1164,0.903802,0.096198,48.33
590,100,0.700,1.6,4.00,30,76,100,800,0.00000000,1.00000000,0.25666506,1.00000000,1754,0.855041,0.144959,46.08
591,100,0.700,1.6,4.00,50,76,100,800,0.00000000,1.00000000,0.34622245,1.00000000,2664,0.779835,0.220165,47.14
592,100,0.700,1.6,5.00,20,76,100,800,0.00000000,1.00000000,0.37578901,1.00000000,1166,0.903636,0.096364,45.54
593,100,0.700,1.6,5.00,30,76,100,800,0.00000000,1.00000000,0.34028165,1.00000000,1758,0.854711,0.145289,47.45
594,100,0.700,1.6,5.00,50,76,100,800,0.00000000,1.00000000,0.30197004,1.00000000,2650,0.780992,0.219008,45.97
595,100,0.700,2.0,1.50,20,76,100,800,0.00000000,1.00000000,0.30012548,1.00000000,1172,0.903140,0.096860,47.00
596,100,0.700,2.0,1.50,30,76,100,800,0.00000000,1.00000000,0.30444052,1.00000000,1750,0.855372,0.144628,45.46
597,100,0.700,2.0,1.50,50,76,100,800,0.00000000,1.00000000,0.28488447,1.00000000,2656,0.780496,0.219504,47.48
598,100,0.700,2.0,2.00,20,76,100,800,0.00000000,1.00000000,0.22343325,1.00000000,1166,0.903636,0.096364,46.26
599,100,0.700,2.0,2.00,30,76,100,800,0.00000000,1.00000000,0.23460045,1.00000000,1748,0.855537,0.144463,47.03
600,100,0.700,2.0,2.00,50,76,100,800,0.00000000,1.00000000,0.15338455,1.00000000,2660,0.780165,0.219835,45.24
601,100,0.700,2.0,2.50,20,76,100,800,0.00000000,1.00000000,0.23963606,1.00000000,1162,0.903967,0.096033,47.48
602,100,0.700,2.0,2.50,30,76,100,800,0.00000000,1.00000000,0.26803528,1.00000000,1760,0.854545,0.145455,48.65
603,100,0.700,2.0,2.50,50,76,100,800,0.00000000,1.00000000,0.30685530,1.00000000,2662,0.780000,0.220000,46.81
604,100,0.700,2.0,3.00,20,76,100,800,0.00000000,1.00000000,0.32915419,1.00000000,1164,0.903802,0.096198,47.00
605,100,0.700,2.0,3.00,30,76,100,800,0.00000000,1.00000000,0.31088897,1.00000000,1754,0.855041,0.144959,45.22
606,100,0.700,2.0,3.00,50,76,100,800,0.00000000,1.00000000,0.22249109,1.00000000,2654,0.780661,0.219339,47.63
607,100,0.700,2.0,4.00,20,76,100,800,0.00000000,1.00000000,0.31200615,1.00000000,1162,0.903967,0.096033,47.00
608,100,0.700,2.0,4.00,30,76,100,800,0.00000000,1.00000000,0.21530623,1.00000000,1760,0.854545,0.145455,47.43
609,100,0.700,2.0,4.00,50,76,100,800,0.00000000,1.00000000,0.28965093,1.00000000,2654,0.780661,0.219339,46.90
610,100,0.700,2.0,5.00,20,76,100,800,0.00000000,1.00000000,0.24729464,1.00000000,1164,0.903802,0.096198,47.41
611,100,0.700,2.0,5.00,30,76,100,800,0.00000000,1.00000000,0.30918710,1.00000000,1756,0.854876,0.145124,45.57
612,100,0.700,2.0,5.00,50,76,100,800,0.00000000,1.00000000,0.31082085,1.00000000,2660,0.780165,0.219835,47.19
613,100,0.700,2.5,1.50,20,76,69,800,0.00000000,1.00000000,0.27872304,1.00000000,1166,0.903636,0.096364,46.24
614,100,0.700,2.5,1.50,30,76,98,800,0.00000000,1.00000000,0.24816112,1.00000000,1758,0.854711,0.145289,47.22
615,100,0.700,2.5,1.50,50,76,72,800,0.00000000,1.00000000,0.29455616,1.00000000,2662,0.780000,0.220000,45.67
616,100,0.700,2.5,2.00,20,76,94,800,0.00000000,1.00000000,0.39924740,1.00000000,1170,0.903306,0.096694,46.69
617,100,0.700,2.5,2.00,30,76,100,800,0.00000000,1.00000000,0.30403851,1.00000000,1752,0.855207,0.144793,48.14
618,100,0.700,2.5,2.00,50,76,100,800,0.00000000,1.00000000,0.22699130,1.00000000,2658,0.780331,0.219669,45.77
619,100,0.700,2.5,2.50,20,76,49,800,0.00000000,1.00000000,0.25454701,1.00000000,1166,0.903636,0.096364,46.87
620,100,0.700,2.5,2.50,30,76,95,800,0.00000000,1.00000000,0.34300245,1.00000000,1750,0.855372,0.144628,46.26
621,100,0.700,2.5,2.50,50,76,91,800,0.00000000,1.00000000,0.16022251,1.00000000,2668,0.779504,0.220496,47.42
622,100,0.700,2.5,3.00,20,76,100,800,0.00000000,1.00000000,0.33304035,1.00000000,1164,0.903802,0.096198,44.87
623,100,0.700,2.5,3.00,30,76,84,800,0.00000000,1.00000000,0.22832579,1.00000000,1750,0.855372,0.144628,47.21
624,100,0.700,2.5,3.00,50,76,100,800,0.00000000,1.00000000,0.27804654,1.00000000,2658,0.780331,0.219669,46.44
625,100,0.700,2.5,4.00,20,76,75,800,0.00000000,1.00000000,0.19236137,1.00000000,1160,0.904132,0.095868,47.01
626,100,0.700,2.5,4.00,30,76,69,800,0.00000000,1.00000000,0.28393734,1.00000000,1754,0.855041,0.144959,45.82
627,100,0.700,2.5,4.00,50,76,78,800,0.00000000,1.00000000,0.23675138,1.00000000,2660,0.780165,0.219835,47.35
628,100,0.700,2.5,5.00,20,76,58,800,0.00000000,1.00000000,0.33178967,1.00000000,1166,0.903636,0.096364,46.46
629,100,0.700,2.5,5.00,30,76,47,800,0.00000000,1.00000000,0.28065852,1.00000000,1752,0.855207,0.144793,46.90
630,100,0.700,2.5,5.00,50,76,85,800,0.00000000,1.00000000,0.24756756,1.00000000,2644,0.781488,0.218512,47.38
631,100,0.700,3.0,1.50,20,76,3,800,0.00000000,1.00000000,0.32552678,1.00000000,1840,0.847934,0.152066,46.19
632,100,0.700,3.0,1.50,30,76,19,800,0.00000000,1.00000000,0.25117838,1.00000000,1732,0.856860,0.143140,47.41
633,100,0.700,3.0,1.50,50,76,21,800,0.00000000,1.00000000,0.21528426,1.00000000,2614,0.783967,0.216033,45.27
634,100,0.700,3.0,2.00,20,76,8,800,0.00000000,1.00000000,0.34055086,1.00000000,1164,0.903802,0.096198,47.25
635,100,0.700,3.0,2.00,30,76,14,800,0.00000000,1.00000000,0.30995508,1.00000000,1748,0.855537,0.144463,46.28
636,100,0.700,3.0,2.00,50,76,11,800,0.00000000,1.00000000,0.25430033,1.00000000,2664,0.779835,0.220165,47.21
637,100,0.700,3.0,2.50,20,76,11,800,0.00000000,1.00000000,0.28513490,1.00000000,1168,0.903471,0.096529,45.26
638,100,0.700,3.0,2.50,30,76,9,800,0.00000000,1.00000000,0.32547024,1.00000000,1758,0.854711,0.145289,46.84
639,100,0.700,3.0,2.50,50,76,13,800,0.00000000,1.00000000,0.23537563,1.00000000,2660,0.780165,0.219835,47.15
640,100,0.700,3.0,3.00,20,76,9,800,0.00000000,1.00000000,0.25430395,1.00000000,1170,0.903306,0.096694,48.22
641,100,0.700,3.0,3.00,30,76,17,800,0.00000000,1.00000000,0.25920046,1.00000000,1752,0.855207,0.144793,45.43
642,100,0.700,3.0,3.00,50,76,8,800,0.00000000,1.00000000,0.30956465,1.00000000,2654,0.780661,0.219339,47.65
643,100,0.700,3.0,4.00,20,76,8,800,0.00000000,1.00000000,0.18591014,1.00000000,1164,0.903802,0.096198,47.28
644,100,0.700,3.0,4.00,30,76,12,800,0.00000000,1.00000000,0.18462430,1.00000000,1750,0.855372,0.144628,46.69
645,100,0.700,3.0,4.00,50,76,9,800,0.00000000,1.00000000,0.27566353,1.00000000,2674,0.779008,0.220992,45.85
646,100,0.700,3.0,5.00,20,76,16,800,0.00000000,1.00000000,0.27910365,1.00000000,1166,0.903636,0.096364,45.94
647,100,0.700,3.0,5.00,30,76,23,800,0.00000000,1.00000000,0.23993404,1.00000000,1754,0.855041,0.144959,47.03
648,100,0.700,3.0,5.00,50,76,11,800,0.00000000,1.00000000,0.23042021,1.00000000,2642,0.781653,0.218347,45.37
